id,name,brewery_id,style,availability,abv
356036,European Vacation,41464,Belgian Saison,Summer,5.0
91182,Black Crack,16759,American Imperial Stout,Rotating,8.25
281676,Deep Ellum Lager,27403,American Lager,Year-round,4.8
308920,Dr.Dreipricot,39446,American Wild Ale,Rotating,4.6
303015,Super Sonic Blonde,50530,American Blonde Ale,Year-round,5.5
224572,Off Color/Side Project/Jester King Intersection Of Species,24018,Belgian Saison,Rotating,4.6
298400,Chaos Magic,40217,American Wild Ale,Rotating,5.4
268489,King Frank,48264,American Lager,Rotating,4.9
284765,Neve & Denise,35547,American Pale Ale (APA),Rotating,5.5
362557,Gone Toobin',53576,American Pale Ale (APA),Year-round,5.5
67458,Hop School Crystal,4858,American IPA,Spring,7.0
304310,McCaffee Coffee Double IPA,47537,American Imperial IPA,Rotating,10.4
305887,Graveyard Shift,37532,American Imperial Stout,Rotating,11.0
308924,Fumble Brag,39446,Belgian Pale Ale,Rotating,5.6
367806,Dodgson's Amber,44383,American Amber / Red Ale,Rotating,5.4
301787,Wheels Off Cucumber,48894,Belgian Saison,Rotating,5.3
193221,Undead-head Ed,30380,American Porter,Rotating,6.9
374271,Reinheitsgenot,53055,German Märzen / Oktoberfest,Rotating,5.8
340331,"Smoothie Tart: Gooseberry, Raspberry and Lemonade",35547,American Wild Ale,Rotating,5.7
119236,Flower Child,32171,American Amber / Red Ale,Spring,6.83
330859,Pace Bend,46321,American Pale Ale (APA),Year-round,5.4
322312,SPON Muscat,24018,Belgian Fruit Lambic,Limited (brewed once),6.1
275061,Mango Wit,27934,Belgian Witbier,Rotating,5.6
268492,Golden Phoenix,48264,American Amber / Red Ale,Rotating,4.2
167067,Busy Body Blonde,40007,American Blonde Ale,Rotating,5.92
85078,Karbachtoberfest,26762,German Märzen / Oktoberfest,Fall,5.5
357642,Dam Good IPA,53132,American IPA,Year-round,7.6
256360,08/29/97,44383,American Imperial IPA,Rotating,8.9
89638,Black Rhino,27934,Belgian Dark Ale,Rotating,5.6
371241,Mosaic Double Dry Hopped Axis,458,American IPA,Limited (brewed once),7.0
264190,Hoppy Ending Grapefruit DIPA,35322,American Imperial IPA,Rotating,9.2
79038,Velvet Hammer,28520,American Strong Ale,Year-round,9.0
357782,Deimo's Companion,24018,Belgian Saison,Limited (brewed once),6.7
308918,Gemütlich,39446,German Märzen / Oktoberfest,Fall,5.1
292495,Blood Orange Wit,41762,Belgian Witbier,Rotating,5.5
187567,Uber,34963,German Weizenbock,Rotating,8.4
353334,Tiny Umbrellas,50994,American IPA,Rotating,6.4
336112,BlackBerry 7-Iron,39953,American Blonde Ale,Rotating,4.5
196379,Not Another Pumpkin Ale,42555,Pumpkin Beer,Fall,7.0
135619,Sprung,32171,American IPA,Rotating,6.2
344487,Straight Outta Brookshire,45648,American IPA,Limited (brewed once),6.9
318304,Cotton Headed Ninny Muggins,51327,American Porter,Winter,4.7
338479,Coffee Stout,49345,American Stout,Winter,7.5
264186,Chai Imperial Stout,35322,American Imperial Stout,Rotating,8.2
269015,Buzzbait Blonde,27934,American Blonde Ale,Rotating,5.5
328128,Humidity - Kölsch,16759,German Kölsch,Year-round,5.0
295394,Smoked Brown,36212,Smoke Beer,Rotating,5.0
206796,Satyr's Swill,43230,German Bock,Year-round,7.2
220822,Fluttershy,43007,Belgian Saison,Rotating,6.0
240727,All Y'all,41475,American Blonde Ale,Rotating,6.5
310692,Amped Fusion,47543,American Stout,Limited (brewed once),8.9
353327,Common Lager,53055,California Common / Steam Beer,Year-round,5.1
228013,Nutty Brewnette,43547,American Brown Ale,Year-round,5.9
284107,Strawberry Lemon Lager,36084,American Lager,Rotating,5.5
201416,Bagheera Black Ale,39548,American Black Ale,Rotating,6.3
166256,Sunny In The Rye,31430,Belgian Saison,Spring,7.1
371259,Apri-Quat Sour,45647,American Wild Ale,Limited (brewed once),4.7
357282,Teufel Hunden,51050,German Altbier,Rotating,3.28
256967,Sandy Crack Blonde,45944,American Blonde Ale,Rotating,6.2
336737,Dutchover,51047,Belgian Dubbel,Limited (brewed once),7.5
209789,Turbulence IPA,43735,American IPA,Year-round,7.0
286399,English Rye IPA,43696,Rye Beer,Rotating,6.4
267836,Odyssey,47266,American Amber / Red Ale,Rotating,5.4
83617,Texican Extra Dry,2101,American Lager,Rotating,4.7
108108,Old Blanco Road,18823,American IPA,Rotating,6.8
344068,Cocoa Beware,46890,American Porter,Rotating,6.0
136740,Rose From The Dead,34333,American Imperial IPA,Rotating,7.7
334334,Pollen Clouds,37532,American IPA,Rotating,6.0
167398,Color Blind Red IPA,39953,American IPA,Year-round,6.2
274363,Funky Monkey IPA,48265,American IPA,Year-round,7.8
122021,TPA,28397,American Pale Ale (APA),Year-round,5.5
327539,Coffee Porter,25622,American Porter,Limited (brewed once),5.65
202394,Petit Saison,1418,Belgian Saison,Rotating,4.6
101052,Hell Yes,32581,German Helles,Year-round,4.5
353525,Rattle Can,34333,Fruit and Field Beer,Summer,4.5
134088,Catalyst,36212,American Imperial IPA,Rotating,9.5
249159,Wet Hop IPA,25667,American IPA,Rotating,7.0
311263,Galaxy Pale,40217,American Pale Ale (APA),Rotating,5.3
117861,Vienna Spring Ale,14660,Vienna Lager,Rotating,6.3
340674,Pesta,51901,English Oatmeal Stout,Rotating,4.4
74714,Wytchmaker Farmhouse Rye IPA,24018,American IPA,Year-round,7.3
322353,Stranded On An Island,35687,American Barleywine,Rotating,10.0
357413,Amber,49640,American Amber / Red Ale,Year-round,5.3
213187,Saison Lorraine,25622,Fruit and Field Beer,Rotating,8.25
247489,Porchtime,2642,Bohemian Pilsener,Rotating,5.2
75291,Bottlerocket,16088,German Kellerbier / Zwickelbier,Year-round,5.5
328480,French Oak Mild,51758,English Pale Mild Ale,Rotating,3.8
49652,Interloper Belgian Stout,18823,American Stout,Rotating,6.2
353344,Eurythmic,37083,Belgian Saison,Spring,6.5
329676,Daisy Dukes,46198,Rye Beer,Limited (brewed once),6.5
90826,Jaguar Shark,31066,American Imperial Stout,Rotating,10.0
350070,Ice Cream Sundae - Apple Brandy Barrel-Aged,51758,English Sweet / Milk Stout,Rotating,13.0
184452,Cliff Diver,37612,Berliner Weisse,Rotating,3.5
289257,Saison De Sangre,28255,Belgian Saison,Summer,9.0
321731,Bomb Cyclone,37532,American IPA,Rotating,6.2
263380,Vanilla Porter,42042,American Porter,Rotating,6.1
150599,The Dude,31066,English Sweet / Milk Stout,Rotating,10.0
249260,Oskar Blues IPA,46686,American IPA,Rotating,6.43
341757,DDH Blonde - Calypso,51758,American Blonde Ale,Limited (brewed once),4.5
132479,Vanilla Brown,23090,American Brown Ale,Rotating,6.0
364527,Son of a Peach,27042,Belgian Saison,Summer,4.8
301888,Despereaux,48264,Belgian Saison,Rotating,6.1
351274,Double Half-life,47850,American Imperial IPA,Year-round,8.0
221820,El Despierto,33300,American Porter,Rotating,7.4
327521,Blowtorch Black IPA,48143,American Black Ale,Rotating,9.0
57653,Texican Lager,2101,American Lager,Rotating,4.0
20015,Pioneer Porter,2599,English Porter,Year-round,5.3
311120,Coffee Stout,758,Herb and Spice Beer,Rotating,5.2
126498,The Green Room,16088,American IPA,Rotating,6.5
80320,The Regulator,9969,German Doppelbock,Spring,8.5
301657,Dark Ritual,44036,Belgian Dark Ale,Summer,5.8
238470,Alternate Universe 2,28784,German Altbier,Rotating,5.0
268034,Belgian Rhuby,36212,Belgian Strong Pale Ale,Rotating,7.8
268650,Shokolad Dark Chocolate RIS,16088,Russian Imperial Stout,Rotating,9.7
249248,Big Tam's Scoundrel,43107,Scottish Ale,Rotating,10.1
336121,Hazy Dhaze,17033,New England IPA,Limited (brewed once),6.8
290060,Deep Summer,27403,Herb and Spice Beer,Summer,4.8
293179,Simcoe Pale Ale,39248,American Pale Ale (APA),Rotating,5.9
331443,Cá Phê,35016,English Sweet / Milk Stout,Rotating,6.0
227728,Oasis Amber,42848,American Amber / Red Ale,Year-round,4.7
132125,Backwoods,16759,American Lager,Rotating,5.0
74279,Elba,24381,American Pale Wheat Ale,Rotating,4.4
83993,Lakewood Rock Ryder,29656,Rye Beer,Year-round,4.8
199917,APA!APA #5 Lemon Drop,32581,American Pale Ale (APA),Rotating,5.4
358306,Wild Animal,35964,American Wild Ale,Rotating,5.1
345862,300 Tricentennial,7059,English Pale Ale,Limited (brewed once),3.6
354672,Pink Tuxedo,41464,American Wild Ale,Year-round,6.23
56223,Happy Pils Imperial Pilsner,3080,American Imperial Pilsner,Rotating,7.1
371406,SPON - Blueberry & Pitaya,24018,Belgian Fruit Lambic,Rotating,5.7
99042,Local Buzz,30364,Rye Beer,Rotating,5.4
331892,Best Bitter,52084,English Bitter,Rotating,4.6
214732,Double IPA,35687,American Imperial IPA,Rotating,9.0
138824,Juniper Pale Lager,31066,American Pale Ale (APA),Rotating,5.0
304377,Cascarillo Hoppy Pale Ale,46321,American Pale Ale (APA),Rotating,5.8
155182,Donut Dunker,34119,American Porter,Rotating,5.5
310904,I Know Jack,23564,American Pale Ale (APA),Limited (brewed once),4.8
69430,Shiner Light Blonde,143,American Light Lager,Spring,4.2
296884,Usual Suspects,37532,American Imperial IPA,Rotating,8.4
167837,Rye Dubbel,31228,Belgian Dubbel,Rotating,7.0
261086,Murry Chrimmus,44383,American Porter,Winter,12.0
240704,Common Take In,43320,California Common / Steam Beer,Rotating,5.7
236907,Texas Red,46196,American Amber / Red Ale,Rotating,5.09
267821,Rosa,47537,American Wild Ale,Rotating,4.0
129510,Durst Pilz,25667,German Pilsner,Rotating,5.3
181873,Christmas In July,31272,American Barleywine,Summer,14.0
283500,Antoine's Ras-Lemon Shandy,35322,Fruit and Field Beer,Rotating,5.8
275101,Monkey Wrench,48265,American IPA,Rotating,5.5
337543,Grand Cru MMXVII Belgian Quad,38139,Belgian Quadrupel (Quad),Limited (brewed once),8.7
127215,Forbidden Lavender,24326,Belgian Witbier,Rotating,5.3
105525,El Robusto,33300,Robust Porter,Year-round,7.4
331517,Full Grown Man-Barrel Aged Imperial Stout,40064,American Stout,Rotating,11.9
217479,Franconia English Stout,17033,English Stout,Rotating,4.7
330193,Zythophile Denali,30380,American IPA,Limited (brewed once),6.7
327504,Zee Dunkel,38756,Munich Dunkel Lager,Winter,6.0
185432,Mindflayer,33820,American Imperial IPA,Rotating,8.2
47996,EXXXtra Pale Ale,18823,American Pale Ale (APA),Year-round,6.6
269016,Tiki Beer,25667,American Blonde Ale,Rotating,5.1
209800,Bayouwulf,43737,American IPA,Rotating,7.2
303098,Helles,48790,German Helles,Rotating,5.0
340554,Wheez The Shake - Pink Guava,35547,American Pale Ale (APA),Limited (brewed once),5.7
107490,Road Crew Ale,16088,English Extra Special / Strong Bitter (ESB),Rotating,4.7
283430,Sr. Bueno,47537,American Lager,Rotating,5.2
13563,Liberation Ale,383,American IPA,Rotating,6.3
158460,Porch Mate Pale,38264,American Pale Ale (APA),Year-round,6.0
341942,Lucy,47537,American Pale Ale (APA),Rotating,5.9
360321,Baa Baa Kolsch,45648,German Kölsch,Year-round,5.25
262338,Kashmir,30380,American IPA,Rotating,6.7
286396,Wide Eye Stout,37532,American Stout,Rotating,7.0
192465,Dockside Dunkelweiss,42321,German Dunkelweizen,Rotating,6.8
228007,Piranha Pale Ale,43547,American Pale Ale (APA),Year-round,5.7
266927,Hoppy Hanukkah,25667,Rye Beer,Rotating,6.0
353330,Baltic Hash,53055,Baltic Porter,Rotating,6.7
312837,Park Project,48017,American IPA,Limited (brewed once),6.5
112207,Pale Ale,30949,American Pale Ale (APA),Year-round,6.0
332447,Bourbon Barrel White Chocolate Raspberry,51758,American Imperial Stout,Rotating,12.5
331272,Yobbo IPA,43696,American IPA,Limited (brewed once),6.4
124976,Karl,25667,German Kölsch,Rotating,5.6
247381,Oil Slick,35323,American Stout,Rotating,4.6
356392,Blackberry Saison,10284,Belgian Saison,Rotating,5.8
338711,DDH Blonde - Lemondrop,51758,American Blonde Ale,Limited (brewed once),4.5
278245,Grapefruit Haze Dankosaurus,29745,American IPA,Rotating,6.8
256047,Adjunct Professor Black Cacao,35964,American Stout,Rotating,6.2
323270,Black Heart,4858,American Imperial Stout,Rotating,12.0
262961,Inner Fire Blonde,43107,American Blonde Ale,Rotating,5.4
345888,American Wheat,40064,American Pale Wheat Ale,Spring,5.6
237230,Kolsch,46212,German Kölsch,Year-round,5.4
264200,Emperial IPA,35323,American Black Ale,Rotating,7.5
254350,Saint Arnold Raspberry AF,337,Berliner Weisse,Rotating,3.6
310680,Les Fauves,47543,Belgian Saison,Limited (brewed once),5.5
197687,Trop Hopical IPA,39248,American IPA,Rotating,6.5
241508,Watermelon Wheat,42321,Fruit and Field Beer,Rotating,5.0
334742,Porter,46212,American Porter,Rotating,6.3
307666,Gud Mownin Mon,47781,American Imperial Stout,Limited (brewed once),12.5
329003,Mer-Dude Russian Imperial Coffee Milk Stout,45944,Russian Imperial Stout,Rotating,10.0
192385,Montecore Oktoberfest,25667,German Märzen / Oktoberfest,Fall,6.0
206836,Sleep Stout,4858,American Stout,Year-round,5.8
227726,Piranha Pale Ale,42848,American Pale Ale (APA),Year-round,5.7
143930,Whiskey Barrel Black Plague,27785,Russian Imperial Stout,Fall,10.75
310948,Hydro Thunder IPA,33438,American IPA,Rotating,7.3
65995,Blur,24825,German Hefeweizen,Year-round,4.6
96346,The Admiral,31066,American Imperial Stout,Rotating,9.1
121682,Sol Hominis,34765,Belgian Strong Pale Ale,Rotating,10.0
315637,Santa Wants IPA,37532,American IPA,Rotating,8.0
344678,I Am Your Lager,31874,European Dark Lager,Rotating,7.0
174645,Yellow Rose W Mosaic And Grapefruit Peel,30380,American IPA,Rotating,6.8
259399,Struggle Buggy ESB,47629,English Extra Special / Strong Bitter (ESB),Rotating,6.5
358785,Moloch,37083,American Wild Ale,Rotating,6.1
353524,Summer Shandy,34333,Fruit and Field Beer,Summer,5.0
55582,Uncle Billy's Smokestack Lightning,16088,Smoke Porter,Rotating,8.7
174380,Siouxsie's Strawberry Girl,32581,American Wild Ale,Rotating,3.8
91555,Yamal,31066,American Barleywine,Rotating,9.1
314679,Mystery of the Deep,44928,American Imperial IPA,Rotating,9.2
151820,Hell Fire Irish Red,13948,Irish Red Ale,Rotating,5.5
198836,Wild Aire,39446,American Wild Ale,Rotating,4.5
363097,Sal Del Rey Amber Ale,53147,American Amber / Red Ale,Year-round,4.7
99925,SeptemberFest,31272,American Brown Ale,Fall,6.0
296852,Hops Drop IPA,43368,New England IPA,Rotating,6.5
107925,Ganeshale,1418,Belgian Quadrupel (Quad),Rotating,11.0
208734,Texas Bourbon Barrel Series: Limited Edition Russian Imperial Stout,23672,Russian Imperial Stout,Rotating,13.3
161083,Metamodern Session IPA,35016,American IPA,Year-round,4.5
82002,Black Cat IPA,2599,American Black Ale,Rotating,6.2
251811,Day Off,40064,German Kölsch,Rotating,5.2
166757,El Super Bee De Saison,30364,Belgian Saison,Year-round,8.0
332444,Hoarder's Endowment 003,44383,American IPA,Rotating,6.5
74795,Bobcat Imperial Red,27042,American Imperial Red Ale,Year-round,6.3
363888,Smarty (Blueberry Pie),51758,Berliner Weisse,Rotating,6.5
185301,Sum Dat IPA,25628,American IPA,Year-round,7.0
279079,Lakeside Cerveza,42836,American Blonde Ale,Year-round,5.9
250907,SMaSH,46958,American IPA,Year-round,5.1
255928,IPA,45647,American IPA,Year-round,5.7
304365,Sabine Amber Lager,46321,American Amber / Red Lager,Rotating,5.5
297675,Samurye Bowtie,48017,English Extra Special / Strong Bitter (ESB),Rotating,5.7
154992,Hibernaculum Stout,18823,Irish Dry Stout,Rotating,5.0
296243,Gal-Lager Watermelon Lager,25667,Fruit and Field Beer,Rotating,4.6
340224,Red Goat Head,44379,Irish Red Ale,Spring,5.4
211376,Simple Means,24018,German Altbier,Rotating,5.6
313205,Porch Ale,51047,English Pale Mild Ale,Year-round,5.3
149992,Surfside Delight,28784,American Cream Ale,Year-round,5.1
216252,Honey Pale Ale,39322,American Pale Ale (APA),Rotating,5.8
86272,Brune,27042,Belgian Dubbel,Rotating,7.8
364332,Uno Mas,45648,American IPA,Rotating,6.9
338482,We Be Pubbin',39953,English Oatmeal Stout,Spring,5.5
281079,Hazy Mosaic,46958,New England IPA,Rotating,8.1
341908,National Park Hefeweizen,31875,German Hefeweizen,Rotating,5.5
255905,Hefeweizen,45647,German Hefeweizen,Year-round,6.1
311349,Verkelmmt,50877,Bohemian Pilsener,Rotating,5.2
354735,Shake Zula: Pineapple,52077,American IPA,Summer,8.3
267839,Boss Beer,28784,American Pale Wheat Ale,Rotating,5.2
353346,Eight-O-Eight,37083,American Pale Ale (APA),Rotating,5.8
83956,Dallas Blonde,27403,American Blonde Ale,Year-round,5.2
153979,SMASH IPA - Sorachi Ace,43320,American IPA,Rotating,6.8
313202,Nine Volt,51047,Belgian Tripel,Year-round,9.1
256347,Dampf,47537,German Hefeweizen,Year-round,6.1
301167,Good Morning Dave,39446,Belgian Saison,Rotating,6.5
208934,Black Meddle,29426,American Black Ale,Rotating,6.0
46502,Not So Dumb Blond Ale,2599,American Blonde Ale,Year-round,5.0
151977,Elegast Belgian Red,16088,American Amber / Red Ale,Year-round,6.8
161080,Coffee Porter,39248,American Porter,Year-round,6.3
138178,Siren's Sour,25805,Flanders Red Ale,Rotating,7.0
341297,Olé Chit,47266,American Adjunct Lager,Rotating,6.0
340380,Sports Related,37083,American Lager,Rotating,5.6
346522,Beer: 30,36212,American Blonde Ale,Rotating,4.2
163103,Jack The RIPA,27403,Rye Beer,Rotating,6.0
234907,Commission IPA,45944,American IPA,Rotating,5.0
298394,Cheap Sunglasses,41475,American Pale Ale (APA),Rotating,6.0
167185,Bourbon Barrel Aged Spinning Mule,29745,American Porter,Rotating,7.1
280962,Super SMaSH Bros.,40236,American Lager,Year-round,4.5
354577,Apricot Super Smarty,51758,Berliner Weisse,Limited (brewed once),6.5
144975,Striker IPA,37552,American IPA,Rotating,7.0
78595,Pontificator,26762,German Doppelbock,Rotating,8.0
244606,Wood Folk,37507,American Wild Ale,Rotating,7.4
293182,White Ale,39248,Belgian Witbier,Rotating,6.5
134271,Centennial,33844,American Pale Ale (APA),Rotating,5.6
55870,Uncle Bucks Blonde Ale,758,American Blonde Ale,Year-round,4.5
266621,Amandus,48264,Belgian Strong Pale Ale,Rotating,8.3
74280,Hubris,24381,American Pale Ale (APA),Rotating,4.8
108719,Alternate Universe - Coffee Mocha,28784,German Altbier,Rotating,4.7
121957,Chocolate Stout,29440,American Stout,Rotating,7.22
209423,Shannon Double IPA,36489,American Imperial IPA,Rotating,7.6
367774,Ghost,29426,Leipzig Gose,Limited (brewed once),5.4
364013,Raspberry Funk Metal,24018,American Wild Ale,Rotating,7.1
246815,San Gabriel Oktoberfest,46196,German Märzen / Oktoberfest,Rotating,6.0
116733,ATX Pale,31066,American Pale Ale (APA),Rotating,6.1
367660,Hops & Haze Roslyn,31850,American IPA,Limited (brewed once),6.0
350225,Yoga Pants,458,Belgian Witbier,Rotating,6.5
317921,Mr. Bill's Imperial Wheat,35687,German Hefeweizen,Fall,8.9
353526,Archangel,34333,American Imperial Stout,Rotating,12.5
242339,Betty Whyte,34119,Belgian Pale Ale,Rotating,8.0
350227,Axis IPA (w/ Passionfruit),458,American IPA,Rotating,7.0
209799,Trebuchet,43735,American Barleywine,Fall,11.0
312052,Oh My Rye,47266,Rye Beer,Limited (brewed once),6.5
354580,DDH Who's Got the Juice Now,47781,American IPA,Rotating,7.6
72446,Fuego,25622,Chile Beer,Year-round,6.5
137626,Oktoberfest,29568,German Märzen / Oktoberfest,Fall,6.0
169904,Union Black IPA,34119,American Black Ale,Year-round,8.04
357969,Imperial True Love,31272,Leipzig Gose,Limited (brewed once),8.2
301659,Dr. Rauchenstein,37372,Smoke Beer,Rotating,6.2
238898,Big Hoppa,31272,American Imperial IPA,Rotating,11.99
309967,S Uma Babushka,33820,Russian Imperial Stout,Rotating,10.0
303070,Water Bomber Watermelon Wheat,50530,American Pale Wheat Ale,Rotating,5.2
244436,Cru 55,24018,Flanders Red Ale,Rotating,8.3
176211,Seawall Belgian Wheat,40236,Fruit and Field Beer,Rotating,5.5
93306,Alfred Brown,28520,English Brown Ale,Year-round,5.5
287442,Siren Blonde,44381,American Blonde Ale,Year-round,5.0
341758,Smarty,51758,Berliner Weisse,Rotating,4.5
254471,Rye Me A River,43098,Rye Beer,Rotating,7.6
363908,Circle Punch,37532,American IPA,Rotating,6.5
176929,Aaaapes In Spaaace,37507,American IPA,Rotating,5.2
34704,Austin Amber Ale,10284,American Amber / Red Ale,Year-round,4.8
280999,Bye Bye Bye,18823,American IPA,Rotating,6.2
181219,Texas Pecan Brown Ale,39541,American Brown Ale,Year-round,6.5
192674,Porch Pounder Pilsner,42555,German Pilsner,Rotating,4.6
322006,Winter Ale,51606,American Strong Ale,Winter,7.5
227130,The Abbey Series,37612,Belgian Tripel,Rotating,10.2
215750,Imperial Stout,39541,American Imperial Stout,Rotating,10.0
98753,"Figaro, Figaro, Figaro, FIIIGAAARO",28255,Belgian Quadrupel (Quad),Fall,11.0
327554,The Ocelot,51606,American IPA,Rotating,6.6
322351,Belgian Pale Ale #7,35687,Belgian Pale Ale,Limited (brewed once),5.0
305864,Country Roads,33820,German Märzen / Oktoberfest,Fall,5.3
160401,Mannerchor Marzen,2101,German Märzen / Oktoberfest,Fall,5.4
83592,Classic Hefe-Weizen,29568,German Hefeweizen,Year-round,5.2
264918,Bulgarian Miak,44383,English Sweet / Milk Stout,Rotating,7.5
336096,Haze Wizard,41762,American IPA,Rotating,7.5
372699,Oktoberfest,31874,German Märzen / Oktoberfest,Fall,6.0
320530,Wonderland of Milk & Honey,31850,American Stout,Winter,6.5
195295,Third Coast IPA,27042,American IPA,Rotating,6.0
355260,Barrel Aged Cavernous (Heaven Hill),47781,American Imperial Stout,Rotating,13.8
227806,Drop The Rabbit,19798,Belgian Saison,Rotating,6.0
254620,Pumpkin Latte,31272,Pumpkin Beer,Fall,5.2
41134,Gose,4858,Leipzig Gose,Rotating,4.5
345313,Czech Pilsner,39541,Bohemian Pilsener,Spring,6.1
120076,Dunkel Father,25667,German Dunkelweizen,Year-round,5.5
356716,Moonrider,31430,English Oatmeal Stout,Year-round,6.0
293193,Single Hop Saison - El Dorado,35547,Belgian Saison,Rotating,5.6
210893,Double IPA,37532,American Imperial IPA,Rotating,8.4
200207,Picacho Porter,43098,American Porter,Rotating,6.2
109601,Windlass,27400,American Porter,Fall,7.0
329387,Dog's Bollocks,42836,English Extra Special / Strong Bitter (ESB),Rotating,5.6
246780,Peach Nectar,37532,Fruit and Field Beer,Rotating,5.4
275969,Belgian Dubbel,45647,Belgian Dubbel,Rotating,6.9
296095,Dãle Shine,47781,American Lager,Year-round,5.25
75288,Snake Island Porter,16088,American Porter,Rotating,4.8
363903,Shower Tears,46198,Leipzig Gose,Summer,4.7
97319,Mosaic IPA,30949,American IPA,Year-round,8.6
189690,Mongoose Slayer,37552,American Imperial IPA,Rotating,9.0
130722,Cucumber Wit,28255,Belgian Witbier,Rotating,5.9
370410,Gose,31377,Leipzig Gose,Rotating,5.0
218124,787ö2,27696,German Kölsch,Summer,5.35
149295,Naked Truth,37947,American Pale Wheat Ale,Year-round,6.0
124234,Blonde,19798,American Blonde Ale,Year-round,5.9
318969,Dreamsicle Smoothie House Saison,35547,Belgian Saison,Limited (brewed once),5.7
74071,Angry Goat,9969,German Weizenbock,Rotating,8.0
166754,Sunset,37612,Vienna Lager,Rotating,4.5
374102,Wall Ball,458,American Lager,Rotating,6.2
372794,Wildcatter,50039,Leipzig Gose,Rotating,6.0
295403,Panhandler,45335,American Pale Ale (APA),Rotating,6.0
321465,Biru Bear Lager,35016,Japanese Rice Lager,Rotating,4.8
315542,Pancho IPA,33820,American IPA,Rotating,6.8
80418,Alibi,24825,American Blonde Ale,Spring,4.3
223258,Brewers' Cut Session IPA,458,American IPA,Rotating,4.5
303715,Hopyerbody,18823,American IPA,Rotating,7.3
342462,Weizenheimer,4858,German Hefeweizen,Rotating,5.0
69408,Fire Eagle IPA,25667,American IPA,Year-round,6.2
69274,Double Buckethead DIPA,23090,American Imperial IPA,Rotating,11.9
46105,Primus Weizenbock,383,German Weizenbock,Winter,8.3
161943,Gateway Blonde Ale,31272,American Blonde Ale,Year-round,5.0
343727,Smarty (With Peach),51758,Berliner Weisse,Limited (brewed once),4.5
176223,Razzy Wheat,18823,Fruit and Field Beer,Summer,6.2
231603,Blarney's Swag,31795,American IPA,Year-round,7.2
266630,Signs And Wonders,48264,American Porter,Rotating,7.0
111384,Greenhouse Stout,27696,Russian Imperial Stout,Rotating,8.0
352592,Cucumber Gose,36212,Leipzig Gose,Rotating,5.0
368970,Mango Creamsicle Double Froyo,51758,Fruit and Field Beer,Rotating,8.2
151816,Original Faust Hotel And Brewing Co. Golden Ale,13948,American Blonde Ale,Year-round,5.0
257330,Nightmare Moon,43007,Belgian Saison,Rotating,6.5
335178,Sunshine Fist Magnet,39446,American Imperial Stout,Year-round,11.2
322354,Summer Wheat,30303,American Pale Wheat Ale,Rotating,5.2
82683,Judge And Jury Stout,28181,American Stout,Year-round,6.2
172574,E.S.B.,26762,English Extra Special / Strong Bitter (ESB),Rotating,5.5
314994,Murry Fuggin Crimmus,44383,American Porter,Winter,12.0
360696,Hooray For Me,37507,American IPA,Rotating,7.1
268027,Main Sail IPA,42321,American IPA,Rotating,5.6
169249,Daily Grind,37532,Belgian Saison,Rotating,6.5
199786,Supernaut,43107,American Stout,Rotating,9.0
144861,Post Oak Pale,37532,American Pale Ale (APA),Rotating,5.8
68280,Helles Keller,2599,German Kellerbier / Zwickelbier,Spring,4.3
340681,Raspberry Wheat Tart,51901,Fruit and Field Beer,Rotating,4.8
163157,Orange Wit,39455,Belgian Witbier,Rotating,4.8
229463,Oasis Amber,14908,American Amber / Red Ale,Year-round,5.9
214737,Chocolate Extra Stout,35687,Foreign / Export Stout,Rotating,5.8
252730,Anbessa Tella,46899,European Dark Lager,Year-round,5.2
340766,Jose the Rose Gose,34963,Leipzig Gose,Rotating,7.5
91826,Smoglifter,29426,English Sweet / Milk Stout,Rotating,10.0
338321,Hop Delusion Mango,26762,American Imperial IPA,Rotating,8.7
111570,Pumpkin Hatch,30882,Herb and Spice Beer,Rotating,6.0
122649,Feuer Weiss,34963,American IPA,Year-round,7.2
297007,Pineappel! Pineappel! Pineappel!,28255,Belgian Tripel,Summer,9.5
170694,Pale Lager,35687,American Lager,Rotating,5.5
213185,Galaxy Days,25622,American Pale Ale (APA),Rotating,7.0
190455,Oktoberfest,16088,German Märzen / Oktoberfest,Winter,5.8
86269,Flyin' Monks,27934,Belgian Quadrupel (Quad),Rotating,10.9
46036,Green Menace,2642,American Imperial IPA,Rotating,7.0
325605,Hop Engine,31066,American Pale Ale (APA),Winter,5.4
351912,Supa Fly TNT,36212,American IPA,Rotating,6.5
311830,Old Tactician,44036,Belgian Quadrupel (Quad),Rotating,10.0
335750,1878 Lager,51823,American Lager,Year-round,5.4
137240,Schwarzbier,35547,German Schwarzbier,Year-round,4.3
198728,26er DIPA,31066,American Imperial IPA,Rotating,9.0
315052,Palate Fatigue,46198,American Imperial IPA,Rotating,8.5
42695,Franconia Wheat,17033,German Hefeweizen,Year-round,4.8
281073,Black Cat IPA,27042,American Black Ale,Rotating,6.7
324038,Wicked Boxer Stout,51327,American Stout,Limited (brewed once),6.2
316199,Flashbang,51156,American IPA,Rotating,6.3
287120,Melonography Watermelon Wheat,42044,American Pale Wheat Ale,Rotating,4.5
133698,Mexican IPA,36212,American IPA,Year-round,6.6
179566,Nightfall,35687,American Porter,Winter,7.0
281067,San Y'Bon Lager,48511,American Lager,Year-round,5.2
214783,The Master Imperial Coffee Stout,33438,American Imperial Stout,Rotating,10.0
48619,(512) ALT,17863,German Altbier,Spring,6.0
