id,name,brewery_id,style,availability,abv
325364,Krampus,36212,German Schwarzbier,Winter,7.5
370482,Blue Eyed Devil,46233,American IPA,Rotating,6.9
93381,Ugly Ollie,18823,Irish Dry Stout,Spring,4.1
81344,Whiskey Barrel Stout,27697,English Oatmeal Stout,Year-round,9.22
278513,Brewjeria Pecan Brown Ale,43320,American Brown Ale,Year-round,6.0
200176,Ode's Amber,42555,American Amber / Red Lager,Rotating,4.8
259382,You've Got Red On You,29426,Belgian Saison,Rotating,6.5
270124,Anniversary ESB,45944,English Extra Special / Strong Bitter (ESB),Rotating,6.0
270673,Mr. Nice Guy,42555,American Imperial IPA,Year-round,7.0
110285,Crackin' Up Pecan Porter,31850,American Porter,Rotating,8.5
198023,Blanche De Braindead,39446,Belgian Witbier,Rotating,5.4
363890,Make Russian Great Again W/ Covfefe,51758,Russian Imperial Stout,Rotating,12.0
208050,Phoenix Winter Ale,458,Winter Warmer,Winter,7.2
221907,We Own Brunch,39446,American Imperial Stout,Rotating,10.2
330438,The Stinger,42555,American Barleywine,Rotating,10.2
317267,Seaside Stout,39611,American Stout,Limited (brewed once),6.8
68454,Pirate Tail,18823,American Pale Ale (APA),Rotating,5.4
183679,Miss Edna,39548,Fruit and Field Beer,Rotating,5.0
366402,Gotta Work Sometime,31066,American Pale Ale (APA),Rotating,3.5
253088,Good Riddance Gose,31430,Leipzig Gose,Summer,6.0
168626,Cerveza Sin Frontera,24018,Belgian Saison,Rotating,6.4
88294,Shiner FM 966,143,Belgian Saison,Spring,5.7
115093,Fire Pit Wit,33300,Belgian Witbier,Year-round,5.0
93921,Dom'E'Stique WIt,30162,Belgian Witbier,Year-round,5.0
310673,Red Bandit,36176,American Pale Ale (APA),Limited (brewed once),5.7
47995,La Rubia,18823,American Blonde Ale,Year-round,4.9
95979,Batch Limit,31430,Berliner Weisse,Rotating,3.2
187250,Golden Mustache,42042,European Export / Dortmunder,Year-round,5.5
336943,R&D Experimental Amber,43107,American Amber / Red Ale,Rotating,6.0
285794,Anniversary IPA,40217,American IPA,Summer,6.8
236941,Green Bench / Jester King - Beachtimez Sportzketball,24018,Belgian Saison,Rotating,4.5
172476,GRITz,39446,American Cream Ale,Year-round,4.4
285556,Lychee,28255,American Cream Ale,Rotating,6.0
120278,Cöllege Station Kölsch,43320,German Kölsch,Year-round,5.5
351895,XPA,42321,American Pale Ale (APA),Rotating,5.0
318685,House Saison,35547,Belgian Saison,Year-round,5.7
325332,Make Russia Great Again,51758,Russian Imperial Stout,Rotating,12.0
24836,Shiner Kölsch,143,German Kölsch,Rotating,4.9
272087,Taproom Series Grapefruit Pilsner,33438,Bohemian Pilsener,Rotating,5.2
233038,Tejano Pilz,37532,German Pilsner,Rotating,5.5
245453,3C Porter,46786,American Porter,Year-round,5.5
309815,Ze Hazy German - Traminette,35547,New England IPA,Limited (brewed once),6.4
358713,YSB #5 Fiona,32581,Berliner Weisse,Rotating,3.8
314347,Pine Cove Porter,48529,American Porter,Year-round,6.0
362555,Damn Fine Wit,53576,Belgian Witbier,Year-round,4.5
54431,Witicus Double Rye Wit,18823,Rye Beer,Rotating,8.7
266890,Imperial Destroyer,37532,American Imperial IPA,Rotating,9.4
255509,ALTimate Warrior,39548,German Altbier,Rotating,5.25
159402,D.H.S. Wit,31066,Belgian Witbier,Rotating,6.0
339071,First Taste Is Free,43007,American Pale Ale (APA),Rotating,5.92
87637,RU-55,24018,American Wild Ale,Rotating,7.3
213399,Milk The Venom,29426,American Imperial Stout,Rotating,9.0
337633,What’s Up Doc?,37532,American IPA,Rotating,6.0
286394,Scattered Storms DIPA,37532,American Imperial IPA,Rotating,8.0
347019,Item 9,35547,American Imperial IPA,Rotating,9.2
144480,Fantastikolsch,37507,German Kölsch,Rotating,4.6
92385,The Imperial Texan,31272,American Imperial Red Ale,Year-round,9.0
360586,Barrel Aged Ma'Palm,51758,American Imperial Stout,Rotating,11.5
357411,Wheat,49640,American Pale Wheat Ale,Year-round,5.5
136277,APA #2 Medusa,32581,American Pale Ale (APA),Rotating,5.1
126396,Old Courthouse Ale,35314,English Old Ale,Year-round,6.1
356442,El Nopal,10284,Belgian Saison,Rotating,4.3
95335,Toasted Coconut Ale (The Chosen One),31850,American Cream Ale,Year-round,6.0
311543,Poppy Chulo,48514,American Blonde Ale,Year-round,4.0
203570,26in,43007,American Pale Ale (APA),Rotating,6.0
185299,Scout Stout,25628,American Stout,Year-round,6.5
176249,Conjunction Curry Porter,40236,Herb and Spice Beer,Rotating,5.5
374279,Sleepytime Lagerbier,53055,American Lager,Rotating,4.9
255518,Green Dragon,35323,American Imperial IPA,Rotating,7.8
222386,Highwind,43107,American Pale Ale (APA),Rotating,7.0
198651,River Horse,31272,American Wild Ale,Rotating,8.5
367659,Kazbek Ale,46725,American Pale Ale (APA),Rotating,6.1
151642,Buff Sisters,35016,Belgian Pale Ale,Rotating,4.8
257358,Gruene Session IPA,29440,American IPA,Year-round,5.66
188334,Wheat,39248,American Pale Wheat Ale,Rotating,6.5
366396,Wow! It's A Schooner,35547,American Imperial IPA,Limited (brewed once),8.0
367297,Sarah Sylvia Cynthia Stout,45648,Russian Imperial Stout,Rotating,7.2
342862,Small Batch Series No. 13: Belgian Strong Dark Ale,23672,Belgian Strong Dark Ale,Limited (brewed once),11.96
316450,Cut With Bread Pudding,337,Winter Warmer,Winter,7.5
202093,Bloodwork Orange,25667,American IPA,Rotating,6.3
329326,Blonde Ale,51972,American Blonde Ale,Year-round,4.8
138458,Self Esteem,18823,California Common / Steam Beer,Fall,4.4
176509,Laelaps IPA,40964,American IPA,Year-round,6.5
286340,The Advocate Amber Ale,49345,American Amber / Red Ale,Year-round,5.6
243258,Full-Tang IPA,30128,American IPA,Rotating,7.2
330928,Outworld,37083,American IPA,Rotating,6.3
313186,Bishop's Barrel 19 (Lambicus Version),337,English Old Ale,Limited (brewed once),7.5
25846,Pecker Wrecker,9969,American Imperial Pilsner,Rotating,7.0
318471,Santa Wants Shake,37532,American Imperial IPA,Limited (brewed once),8.0
188335,Farmhouse Ale,39248,Belgian Saison,Rotating,7.0
154898,Cannonball,36176,Scotch Ale / Wee Heavy,Rotating,8.0
293049,Luchemosa,35016,German Kellerbier / Zwickelbier,Rotating,5.0
226581,Dry Hopped Berliner Weisse,23672,Berliner Weisse,Rotating,6.2
47998,Old Bat Rastard,18823,Winter Warmer,Winter,9.1
244341,Crazy Day,16088,German Maibock,Rotating,8.0
345312,Cherrie,41464,American Wild Ale,Winter,7.0
85059,Franconia Sarah's Darkside,17033,German Pilsner,Rotating,4.9
60170,"Stop, Drop & Roll One",16088,Smoke Beer,Rotating,5.8
283429,Gozer,47537,Leipzig Gose,Rotating,4.2
296793,Witbier,2642,Belgian Witbier,Rotating,5.5
308917,P-Wing,39446,American Imperial IPA,Rotating,8.4
359070,Zapp!,47537,American Wild Ale,Rotating,5.3
272043,Sprang! Marzen,43737,German Märzen / Oktoberfest,Spring,6.2
107488,Humbucker Helles,16088,German Maibock,Rotating,4.5
184099,City Porter,39611,English Porter,Year-round,5.8
236906,Honey Porter,46196,American Porter,Rotating,7.92
151283,Sour Peach,35322,American Wild Ale,Rotating,4.2
222391,+2 Vitality,43107,Belgian Saison,Rotating,5.2
134090,Gulf Coast Gose,36212,Leipzig Gose,Rotating,4.7
193094,Oktoberfest,30949,German Märzen / Oktoberfest,Fall,6.1
318473,Saint Arnold Divine Reserve #17 (Aged in Whistle Pig Old World Rye Whiskey,337,Baltic Porter,Limited (brewed once),11.5
199860,Slither,37552,American IPA,Rotating,4.9
359365,Self Esteem,24381,American Blonde Ale,Rotating,5.0
314176,So Happens We Pair Well,43007,American Stout,Limited (brewed once),8.9
189035,Hardly Workin Session IPA,3080,American IPA,Rotating,4.5
264194,Molinillo,35323,English Sweet / Milk Stout,Rotating,5.6
204926,Simcoe In The Rye,37532,Rye Beer,Rotating,7.2
150620,War Monger,25667,American Pale Ale (APA),Rotating,5.1
209193,Black Ale,40064,American Black Ale,Year-round,5.6
273862,Belgo Back,24326,Belgian Dubbel,Rotating,8.3
217832,Stillwater Artisanal / Jester King - Audio Palette,24018,Belgian Saison,Rotating,4.3
65134,Pale Horse,24326,American Pale Ale (APA),Year-round,5.9
50470,Verano Sin Fin,18823,Belgian Saison,Summer,6.4
308582,Sol Y Luna,30364,American Light Lager,Rotating,4.4
209835,Hibiscus Honey,43739,Herb and Spice Beer,Rotating,5.0
232401,Fullword Farmhouse Saison,10284,Belgian Saison,Rotating,6.0
295401,Hustlin' Honey Blonde Ale,45335,American Blonde Ale,Rotating,6.2
132402,Maverick Lager,36084,American Adjunct Lager,Year-round,4.6
319057,Good Night Loving Maibock,26762,German Maibock,Limited (brewed once),7.7
168013,Mosiac,27696,American IPA,Rotating,6.8
131836,Repartee,29745,Belgian Witbier,Rotating,4.7
261143,Bass Kickin',758,American Pale Ale (APA),Year-round,5.2
212261,"Lighten Up, Francis",32581,German Schwarzbier,Rotating,5.4
340527,Sha Right...,52417,American IPA,Year-round,8.0
89869,Gentleman's Relish,30380,English Brown Ale,Year-round,6.2
342108,Five % Tint - Citra,43368,New England IPA,Rotating,5.0
198191,Silver & Gose,43007,Leipzig Gose,Rotating,3.5
108657,Breakaway IPA,30162,American IPA,Year-round,6.4
86061,India Pale Ale,29568,American IPA,Year-round,6.0
328476,Ice Cream Sundae,51758,American Stout,Rotating,8.0
99621,Shady Oak Honey Blonde,30882,American Blonde Ale,Year-round,4.5
308126,Oktoberfest,50448,German Märzen / Oktoberfest,Rotating,5.6
345325,More Better Blueberry Vanilla Milkshake DIPA,39548,New England IPA,Limited (brewed once),8.3
197131,Texas Praline,24326,American Brown Ale,Rotating,8.0
371244,Raging Wallaby,48264,American IPA,Rotating,6.3
119619,Dauntless,34331,English India Pale Ale (IPA),Year-round,7.1
82903,Golden Opportunity,28520,German Kölsch,Rotating,4.6
115390,The Effect,33820,American Black Ale,Spring,7.0
339059,Sheep Happens,45648,American IPA,Limited (brewed once),6.9
194257,Generation Alt,25805,German Altbier,Fall,5.2
342103,Pineapple Vanilla Ma'Palm,51758,American Imperial Stout,Rotating,12.0
371919,Edelweizen,54035,German Hefeweizen,Year-round,5.0
290348,Saison,39248,Belgian Saison,Spring,5.3
329586,Ice Cream Sundae - Barrel-Aged Dutch Chocolate,51758,American Stout,Limited (brewed once),12.0
301168,Dead Flowers,39446,Belgian Saison,Rotating,5.0
108476,Four Swords,27403,Belgian Quadrupel (Quad),Winter,9.5
257740,Ho-Lee-Chit IPA,34119,American IPA,Rotating,6.9
280447,Dead Kings English Bitter,48790,English Bitter,Rotating,5.0
317920,Round Table,34333,English Extra Special / Strong Bitter (ESB),Year-round,5.0
372799,Hibiscus Saison,49344,Belgian Saison,Rotating,5.0
255929,Looyah,45647,English Sweet / Milk Stout,Year-round,7.0
111566,Feight,28784,American Amber / Red Ale,Rotating,5.2
83757,Lobo Texas Lager,29568,American Lager,Year-round,5.0
190759,BA Baracus,41464,American Brown Ale,Year-round,6.0
167334,Do The Right Thing IPA,18823,American IPA,Rotating,6.2
347862,Schleem,52077,American Imperial IPA,Rotating,8.2
233855,Evil Little Soul,44379,Belgian Tripel,Rotating,7.5
334724,Chin Music,42751,Rye Beer,Limited (brewed once),6.6
311810,Wooderson,48409,American IPA,Rotating,5.5
233579,Goat Roper Brown Porter,41475,American Porter,Year-round,6.0
246785,Autumn Kolsch,37532,German Kölsch,Fall,5.8
273003,Buffalo Blood IPA,28255,American IPA,Rotating,6.5
359352,Das Daydrinker,52417,German Helles,Year-round,5.4
363865,Summer Wardrobe: Short Sleeve Button Up,35547,American Imperial IPA,Limited (brewed once),8.0
318288,Fruitier Pellets,50326,New England IPA,Rotating,7.8
367295,3.8 GPA,39611,American Pale Ale (APA),Rotating,5.3
104221,Perpetual Peace,24326,Scotch Ale / Wee Heavy,Rotating,11.1
289867,SMASH Amarillo,35323,American IPA,Rotating,6.0
307676,Grande Pumprechaun Spice Stout...No Whip,18823,Pumpkin Beer,Fall,6.5
243832,JC Superstar,39455,Chile Beer,Rotating,5.3
361921,Sour-Son,47266,Belgian Saison,Rotating,5.5
314072,Bears. Beets. Battlestar Gallactica.,47266,American Amber / Red Ale,Limited (brewed once),4.0
326537,Dense Haze Advisory,46890,American IPA,Rotating,6.0
273511,Dreamsicle,28255,American Cream Ale,Rotating,6.0
297666,Dos Hermanos,48017,Vienna Lager,Summer,5.2
243831,Watermelon Wheat,39455,Fruit and Field Beer,Summer,5.0
124170,Boo! I'm A Scary Gose,28082,Leipzig Gose,Rotating,4.2
159401,Hefewhyzen,31066,German Hefeweizen,Rotating,4.2
151634,Alemannia,38139,German Altbier,Rotating,4.7
178457,Golden Saison,38264,Belgian Saison,Summer,5.6
307688,Reverend Brown,46890,American Brown Ale,Rotating,5.9
370385,Pineapple Funky Mimosa,35547,American Wild Ale,Limited (brewed once),5.3
246616,APA! APA #7,32581,American Pale Ale (APA),Rotating,5.2
350562,Daydream,337,Belgian Saison,Rotating,5.1
255510,Raven Hill Pumpkin Stout,43737,Pumpkin Beer,Fall,9.4
28544,Enchanted Rock Red Ale,2599,American Amber / Red Ale,Year-round,5.3
28560,Red IPA,2101,American IPA,Year-round,7.5
131353,Whoop Your Donkey,27697,American Imperial IPA,Year-round,9.1
353529,3 Dog Night,34333,English Sweet / Milk Stout,Rotating,7.7
321732,You Sexy Thang,37532,American Porter,Rotating,9.0
203202,Hop Option - Amarillo,43368,American IPA,Rotating,7.0
228008,Oasis Amber,43547,American Amber / Red Ale,Year-round,4.7
338885,Matcha Do About Nothing,37507,American IPA,Rotating,6.5
265624,Ruck 'n Maul,47266,American Imperial IPA,Rotating,9.6
185313,Templar Nights,25667,English Sweet / Milk Stout,Rotating,10.1
261212,Even Trade,47543,American IPA,Rotating,7.0
97833,Wup Ur Donkey Double IPA,27697,American Imperial IPA,Rotating,9.2
28869,Bucking Bock,9969,German Maibock,Spring,7.5
338491,Two Step Pils,33820,German Pilsner,Rotating,5.3
249257,Pinner Throwback IPA,46686,American IPA,Year-round,4.9
154519,Dark Snark,33844,American Stout,Spring,6.5
169296,Honey Saison,40217,Belgian Saison,Year-round,4.6
280996,Zum Zum,18823,German Altbier,Rotating,5.2
216275,Honey Roast,44382,American Amber / Red Ale,Rotating,5.3
337793,That Hazy Simcoe IPA,39548,New England IPA,Rotating,7.5
371123,Magnolia Brown,47543,American Brown Ale,Rotating,6.1
257493,Belgian IPA,25667,Belgian IPA,Fall,9.0
94787,Heavy Machinery Double IPA,25667,American Imperial IPA,Rotating,10.0
181874,Cellarman's Reserve IPA - Newport,31272,American IPA,Rotating,7.0
314070,Littering And...,35547,American IPA,Rotating,7.2
317950,Shiner Belgian Blonde,143,Belgian Blonde Ale,Limited (brewed once),6.0
89148,Angry Santa,9969,Winter Warmer,Rotating,7.5
39483,Uncle Billy's Resonator Double IPA,16088,American Imperial IPA,Rotating,8.0
227724,LightSwitch Lager,42848,American Light Lager,Year-round,3.5
308844,Trade Bait (Batch #2 - Mosaic and Amarillo),39953,American IPA,Limited (brewed once),6.5
339565,The Eight Irishmen,35322,Irish Red Ale,Rotating,4.3
214850,2015 Barrel Of Love,27934,Belgian Quadrupel (Quad),Winter,11.0
339815,Fiero,40217,German Kölsch,Rotating,5.1
256344,Carl,47537,German Kölsch,Year-round,4.6
350233,El Grito Göse Lager,35016,Leipzig Gose,Rotating,4.3
303962,Whoa-Mango,25622,American IPA,Summer,5.8
239885,Imperal Pale Lager,26762,American Imperial Pilsner,Rotating,6.0
74701,Kellerfest,9969,German Kellerbier / Zwickelbier,Rotating,8.0
209842,Bacon Stout,43739,American Stout,Rotating,5.5
272042,Tweaky Wheat,43737,American Stout,Rotating,4.5
344983,Black Rose,50877,American Black Ale,Rotating,5.7
372778,Cypress Springs Honey Haze,50039,New England IPA,Rotating,6.1
260174,Snickerdoodle,30949,English Pale Mild Ale,Winter,5.2
327533,Juniper Gruit,25622,Scottish Gruit / Ancient Herbed Ale,Winter,5.4
167366,Shannon Irish Red - Dry Hopped,36489,Irish Red Ale,Rotating,5.8
359412,Tippin' Tripel,16759,Belgian Tripel,Limited (brewed once),9.87
65717,Recalcitrant Dockhand,24381,American Stout,Year-round,5.0
105527,El Gourdo Pumpkin Porter,33300,Pumpkin Beer,Fall,6.5
344479,Shake It,45648,American IPA,Limited (brewed once),6.9
356827,4th Anniversary Milkshake DIPA,35547,American Imperial Stout,Limited (brewed once),8.0
267125,Legal Holiday,46377,Winter Warmer,Winter,5.7
134855,Contemplating Waterloo,27934,Belgian Saison,Rotating,9.1
340218,Phoenix Double ESB,458,English Bitter,Limited (brewed once),7.6
221552,Heartless Jake,31066,American IPA,Rotating,7.0
308927,Exhausted Nihilist,39446,German Pilsner,Rotating,5.1
244729,Springside,16088,American Blonde Ale,Rotating,4.5
159727,Liberator,35547,German Doppelbock,Winter,8.3
176212,Parsec Smash Ale,40236,English Pale Ale,Rotating,5.5
123133,Biere De Miel,24018,Belgian Saison,Rotating,5.8
365470,Cherry Limeade,31272,Fruit and Field Beer,Limited (brewed once),4.2
59206,Robust Porter,758,Robust Porter,Rotating,5.5
278516,I Wity The Fool,43320,Belgian Witbier,Rotating,4.6
308928,Cerveza Oscura,39446,European Dark Lager,Rotating,4.7
182740,Coffee Sloth Stout,24916,California Common / Steam Beer,Winter,6.66
208696,Biscotti Chocolate Oak Cliff Coffee Ale,27403,American Brown Ale,Rotating,7.5
203087,Honey Hole ESB,43368,English Extra Special / Strong Bitter (ESB),Year-round,7.0
57872,Quadrupel,22112,Belgian Quadrupel (Quad),Year-round,11.0
184254,Lafitte Brothers Coconut Stout,40952,American Stout,Year-round,8.2
301163,Nimbus,39446,American Pale Wheat Ale,Rotating,4.8
268487,Shackleton,48264,English Bitter,Rotating,5.0
322005,The Grackle,51606,American Imperial Stout,Year-round,8.9
31560,Total Disorder Porter,3080,American Porter,Year-round,5.8
31601,Summertime Wheat,9969,German Hefeweizen,Summer,5.2
250207,Lemon Rye,27934,Rye Beer,Rotating,4.5
340692,Merrie-Go-Down,51901,American IPA,Year-round,6.9
196872,Marlinspike,27400,American Porter,Rotating,6.5
128281,Charlie's Oatmeal Stout,30303,English Oatmeal Stout,Rotating,6.1
257002,Mamma's Little Yella Pils,46686,Bohemian Pilsener,Year-round,5.3
216265,Knuckle Bock,42751,German Bock,Rotating,6.0
121675,Humilus Filius,34765,Belgian Pale Ale,Year-round,5.2
349520,Double Barrel Coconut Coffee Time,51758,English Sweet / Milk Stout,Limited (brewed once),11.5
357231,Cheeky Bugger,40217,English Pale Ale,Rotating,5.0
332757,White Rainbow,25667,American IPA,Rotating,6.8
325124,Kings Head,27400,American IPA,Year-round,6.5
132547,Power & Light Pale Ale,10284,American Pale Ale (APA),Year-round,5.5
275366,Cerveza de Mezquite,24018,Belgian Saison,Rotating,5.6
154559,Back From Bridge City,32171,American IPA,Rotating,6.3
293717,Golden One,48342,Belgian Saison,Rotating,6.4
318320,Phaze II,24326,American IPA,Limited (brewed once),6.7
105298,Shiner White Wing,143,Belgian Witbier,Year-round,4.7
43536,(512) Wit,17863,Belgian Witbier,Year-round,5.2
192092,Goblin Hunter,36345,American Amber / Red Ale,Year-round,6.6
79622,Coffee Porter,458,American Porter,Fall,5.6
263114,El Camino,32581,American Pale Ale (APA),Rotating,5.3
140630,Porter Culture Porter,27696,Baltic Porter,Rotating,6.5
235314,Bridesmaids' Tears Sour Saison,41464,Belgian Saison,Summer,6.6
255520,Isle Of Sark,35323,Belgian Dubbel,Rotating,8.0
362271,Dark Felina Black IPA,48514,American IPA,Year-round,7.2
157036,Old Town Pale Ale,34119,American Pale Ale (APA),Rotating,5.5
97156,Inspiration,30949,Belgian Strong Dark Ale,Year-round,9.6
311296,Los Yamalos,31066,American Barleywine,Limited (brewed once),11.5
235437,Hoposaurus Red,33438,American Amber / Red Ale,Rotating,6.1
268995,Buried Hatchet (W/ Dosey Doe Coffee),16759,American Imperial Stout,Rotating,8.25
262164,Fur Slipper,47543,English Sweet / Milk Stout,Rotating,8.63
232030,Monarch Pilsner,33438,German Pilsner,Year-round,5.2
85235,Rattlesnake IPA,27697,American IPA,Year-round,7.2
190530,You Holdin' Bro?,31066,American Imperial IPA,Rotating,8.5
86137,Scruffy's Smoked Alt,29745,German Altbier,Year-round,5.1
250101,'Murican Dream,31066,American IPA,Rotating,6.5
356440,Jezek Pils,10284,Bohemian Pilsener,Rotating,5.2
270455,Whiptail Dunkelweizen,48514,German Dunkelweizen,Year-round,5.2
270458,Pa'Chuco Pale Ale,48514,American Pale Ale (APA),Year-round,5.8
216942,Timber Snake,43320,American IPA,Year-round,6.8
233810,Wheatsville Co-Hop White IPA,25622,American IPA,Rotating,6.0
65133,Ridgeback Ale,24326,American Amber / Red Ale,Year-round,6.1
243556,Coffee Stout,23564,American Stout,Rotating,5.4
202959,Dapper Devil,35964,Belgian Strong Pale Ale,Rotating,8.9
338473,Anniversary Two,41475,Russian Imperial Stout,Limited (brewed once),9.6
149537,Walk The Line,36212,American IPA,Rotating,3.7
142494,Otono,34963,Pumpkin Beer,Fall,4.7
301885,Pacific Coast Highway,48264,Bohemian Pilsener,Rotating,4.8
86273,Big Foot Barrel Aged Porter,27042,American Porter,Rotating,7.0
303021,Tip Spin Chipotle Stout,50530,American Stout,Year-round,6.9
340526,Electric Lederhosen,52417,Vienna Lager,Year-round,5.2
124977,SunEater Texas Ale,24381,American Blonde Ale,Rotating,4.7
290074,Passiflora,30949,American IPA,Rotating,6.7
128276,Galveston Gold,30303,Belgian Pale Ale,Rotating,5.0
266840,Springdale,44036,American Pale Wheat Ale,Year-round,6.0
65766,Capt. Ivan Drago's Russian Imperial Stout,16088,Russian Imperial Stout,Rotating,8.3
161743,American Red Ale,31066,American Amber / Red Ale,Rotating,5.9
292247,More Better Oranges & Cream Milkshake,39548,New England IPA,Rotating,8.3
101047,Superliner,32581,American IPA,Year-round,6.8
323908,Coconut Mocha Cavernous,47781,American Stout,Limited (brewed once),12.8
134138,Texas Tavern League,35016,American IPA,Rotating,4.5
358318,Barrel Aged King of Terrors,37552,American Imperial Stout,Rotating,16.7
167065,Knock Out Irish Red,40007,Irish Red Ale,Rotating,8.16
238729,Mosaic Sesh,37532,American IPA,Rotating,4.2
333735,Life Skills,37083,Belgian Saison,Rotating,3.9
356715,Ocho,31430,American IPA,Year-round,7.0
109369,Tenderfoot,9969,American Barleywine,Rotating,11.5
329842,Barrel Aged Coffee Porter,39248,American Porter,Rotating,6.8
92960,Yellow Rose,30380,American IPA,Year-round,6.8
309226,Watermelon 210 Ale,33300,American Blonde Ale,Limited (brewed once),6.6
107491,The Stiletto,16088,American Amber / Red Ale,Rotating,5.0
234297,Seeing Double IPA,45944,American Imperial IPA,Rotating,9.0
307691,Fleur D'Oranger,38139,Belgian Tripel,Rotating,8.1
321970,Nuclear Wintergreen,25667,Russian Imperial Stout,Limited (brewed once),8.5
359411,Jack Hammer,51327,German Altbier,Rotating,5.0
186677,Chocolate Stout - Bourbon Barrel Aged,29440,American Imperial Stout,Rotating,7.44
272492,W.T.F. Is Juice,31066,American IPA,Rotating,7.0
356025,Hop Blizzard,51822,American IPA,Year-round,6.9
311813,Mr. Randy Watson,48409,American Stout,Rotating,7.0
310563,Achtoberfest,28784,German Märzen / Oktoberfest,Fall,5.8
209807,Hell's Heavenweizen,43738,German Hefeweizen,Year-round,4.6
311347,Dillon’s DD,50877,English Extra Special / Strong Bitter (ESB),Rotating,5.5
276702,IP8,28784,American Imperial IPA,Rotating,8.8
339777,Third Space Anniversary IPA,40217,American IPA,Limited (brewed once),7.0
357572,Chupahopra,48104,American IPA,Rotating,5.4
359394,Pineapple Strawberry Finkle,25667,Berliner Weisse,Limited (brewed once),3.0
268934,Doppelbock,35547,German Doppelbock,Rotating,8.3
347141,Laphroaig,18823,American Barleywine,Limited (brewed once),11.6
198840,Gourdeous Blonde,36176,Pumpkin Beer,Fall,5.7
181114,Gose,458,Leipzig Gose,Summer,4.4
107193,Dr. Vainglory,24381,American Pale Ale (APA),Rotating,5.6
163416,House United Coffee Stout,39548,American Stout,Rotating,5.8
276043,Belgian Quad,40007,Belgian Quadrupel (Quad),Rotating,12.1
370837,Murky Hop Juice,31272,New England IPA,Rotating,5.8
237233,The Pilsner,46212,German Pilsner,Year-round,5.1
318748,Dry Hopped White Noise,337,Belgian Witbier,Winter,4.7
332654,10th Anniversary Imperial IPA,16759,American Imperial IPA,Limited (brewed once),9.5
252280,Juicy J,42555,American Pale Ale (APA),Rotating,5.5
128293,Sir Monks A-lot,30303,Belgian Pale Ale,Rotating,5.5
149299,Fire Ant Funeral,37947,American Amber / Red Ale,Year-round,6.0
143606,Huffmeister,37298,American Lager,Year-round,5.2
305924,Hypothetically Hazy,31066,New England IPA,Rotating,8.9
342736,Pink Boot Brew,16759,American IPA,Limited (brewed once),6.0
125650,Muscles From Brussels,32581,Belgian IPA,Year-round,7.0
201403,Driftwood IPA,27042,Belgian IPA,Year-round,7.9
196974,Whisky Shakes,35016,American Pale Ale (APA),Rotating,4.5
301651,Cashus King Dry Hopped Saison,43007,Belgian Saison,Rotating,5.3
93111,Evil Owl Amber,30882,American Amber / Red Ale,Year-round,5.2
55272,Bourbon Barrel La Muerta,18823,American Imperial Stout,Winter,11.4
268273,G.O.A.T. Imperial IPA,48385,American Imperial IPA,Year-round,8.5
233211,Local Legend,27403,English Sweet / Milk Stout,Rotating,5.8
167089,Double IPA,17033,American Imperial IPA,Rotating,8.2
316196,Belgian Hostel Slumber Party,51156,American Stout,Rotating,7.2
328483,Rum Barrel Pineapple Upside Down,51758,American Imperial Stout,Rotating,13.0
268028,Ketch Rigged IPA,42321,American Imperial IPA,Rotating,8.5
165815,Three Legged Lab,26762,American Imperial Stout,Rotating,9.2
344953,White,7059,Belgian Witbier,Rotating,4.5
282738,Hasselhop IPA,37532,American IPA,Rotating,7.0
307668,Opposites Attract,47781,American Imperial IPA,Rotating,8.8
270459,Thunderbird American Lager,48514,American Adjunct Lager,Year-round,5.9
266623,First Noel,48264,Belgian Saison,Rotating,6.2
246784,Hatch Chili Kolsch,37532,Chile Beer,Summer,5.7
97703,Helles Rauchlager,383,German Helles,Rotating,4.7
157677,Abide,29426,American Imperial Stout,Rotating,10.0
326930,Black Grease,46212,Russian Imperial Stout,Winter,10.25
147304,Celestis Thesauri,34765,French Bière de Garde,Year-round,8.3
86328,(512) English Strong Ale,17863,English Strong Ale,Rotating,7.5
123010,Cornerstone,34331,American Cream Ale,Year-round,5.4
372478,French Press,337,American Imperial Porter,Rotating,9.0
143597,Road Trip,32581,Belgian Saison,Rotating,5.7
181220,Amber Ale,39541,American Amber / Red Ale,Year-round,6.7
122648,Himmel Weiss,34963,Belgian Saison,Year-round,7.0
198647,Den Of Sin Pumpkin Brown Ale,9969,Pumpkin Beer,Fall,6.5
283650,Hooked Paw,43737,English Stout,Rotating,4.5
348157,Rex Servus,34765,Belgian Saison,Rotating,4.2
315300,Five % Tint,43368,New England IPA,Rotating,5.0
341540,Hobo Beer,35322,American Brown Ale,Rotating,5.6
318310,Friend Zone,46198,American Pale Ale (APA),Limited (brewed once),4.5
194451,Off The Leash,41464,American Amber / Red Ale,Year-round,6.0
269513,Skewed View IPA,18823,American IPA,Rotating,5.5
330863,Two Fisted Marco,40217,American Imperial IPA,Rotating,9.5
60181,Cherry Wit,18823,Belgian Witbier,Rotating,5.2
241503,Bullshark,42321,Scotch Ale / Wee Heavy,Rotating,6.5
269136,Franconia Baltic Porter,17033,Baltic Porter,Rotating,7.0
33822,Winter Warmer,9969,Winter Warmer,Winter,8.5
324182,Ogre,31850,English Oatmeal Stout,Limited (brewed once),15.6
365314,Pew Pew,46198,American Pale Ale (APA),Limited (brewed once),5.3
